"08507: Air transport. Passengers, by airport, type of traffic, domestic/international flights, passenger group, contents and month"

"airport";"type of traffic";"domestic/international flights";"passenger group";"Passengers 2009M01";"Passengers 2009M02";"Passengers 2009M03";"Passengers 2009M04";"Passengers 2009M05";"Passengers 2009M06";"Passengers 2009M07";"Passengers 2009M08";"Passengers 2009M09";"Passengers 2009M10";"Passengers 2009M11";"Passengers 2009M12";"Passengers 2010M01";"Passengers 2010M02";"Passengers 2010M03";"Passengers 2010M04";"Passengers 2010M05";"Passengers 2010M06";"Passengers 2010M07";"Passengers 2010M08";"Passengers 2010M09";"Passengers 2010M10";"Passengers 2010M11";"Passengers 2010M12";"Passengers 2011M01";"Passengers 2011M02";"Passengers 2011M03";"Passengers 2011M04";"Passengers 2011M05";"Passengers 2011M06";"Passengers 2011M07";"Passengers 2011M08";"Passengers 2011M09";"Passengers 2011M10";"Passengers 2011M11";"Passengers 2011M12";"Passengers 2012M01";"Passengers 2012M02";"Passengers 2012M03";"Passengers 2012M04";"Passengers 2012M05";"Passengers 2012M06";"Passengers 2012M07";"Passengers 2012M08";"Passengers 2012M09";"Passengers 2012M10";"Passengers 2012M11";"Passengers 2012M12";"Passengers 2013M01";"Passengers 2013M02";"Passengers 2013M03";"Passengers 2013M04";"Passengers 2013M05";"Passengers 2013M06";"Passengers 2013M07";"Passengers 2013M08";"Passengers 2013M09";"Passengers 2013M10";"Passengers 2013M11";"Passengers 2013M12";"Passengers 2014M01";"Passengers 2014M02";"Passengers 2014M03";"Passengers 2014M04";"Passengers 2014M05";"Passengers 2014M06";"Passengers 2014M07";"Passengers 2014M08";"Passengers 2014M09";"Passengers 2014M10";"Passengers 2014M11";"Passengers 2014M12";"Passengers 2015M01";"Passengers 2015M02";"Passengers 2015M03";"Passengers 2015M04";"Passengers 2015M05";"Passengers 2015M06";"Passengers 2015M07";"Passengers 2015M08";"Passengers 2015M09";"Passengers 2015M10";"Passengers 2015M11";"Passengers 2015M12";"Passengers 2016M01";"Passengers 2016M02";"Passengers 2016M03";"Passengers 2016M04";"Passengers 2016M05";"Passengers 2016M06";"Passengers 2016M07";"Passengers 2016M08";"Passengers 2016M09";"Passengers 2016M10";"Passengers 2016M11";"Passengers 2016M12";"Passengers 2017M01";"Passengers 2017M02";"Passengers 2017M03";"Passengers 2017M04";"Passengers 2017M05";"Passengers 2017M06";"Passengers 2017M07";"Passengers 2017M08";"Passengers 2017M09";"Passengers 2017M10";"Passengers 2017M11";"Passengers 2017M12";"Passengers 2018M01";"Passengers 2018M02";"Passengers 2018M03";"Passengers 2018M04";"Passengers 2018M05";"Passengers 2018M06";"Passengers 2018M07";"Passengers 2018M08";"Passengers 2018M09";"Passengers 2018M10";"Passengers 2018M11";"Passengers 2018M12";"Passengers 2019M01";"Passengers 2019M02";"Passengers 2019M03";"Passengers 2019M04";"Passengers 2019M05";"Passengers 2019M06";"Passengers 2019M07";"Passengers 2019M08";"Passengers 2019M09";"Passengers 2019M10";"Passengers 2019M11";"Passengers 2019M12";"Passengers 2020M01";"Passengers 2020M02";"Passengers 2020M03";"Passengers 2020M04";"Passengers 2020M05";"Passengers 2020M06";"Passengers 2020M07";"Passengers 2020M08";"Passengers 2020M09"
"Kristiansund Kvernberget";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;45;57;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;39;0;10;0;1;0;0;4;3;0;0;0;0;0;0;0;0;0;0;7;0;3;0;0;3;0;0;0;0;0;0;0;0;0;26;0;8;0;0;5;0;6;0;2;0;3;0;0;0;0;19;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;9;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansund Kvernberget";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansund Kvernberget";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansund Kvernberget";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";4438;5465;5155;5005;4761;5816;5569;5657;5204;5579;5579;4098;4786;4656;5812;4005;4076;4468;5592;5410;5763;4983;5231;4687;4494;4429;5479;4811;4867;6059;8324;7201;5261;5304;5545;4721;5053;4972;5300;4643;6883;9858;9217;8699;7119;5241;5160;5710;4486;5304;5249;5592;4511;6736;8119;7174;5458;5418;5711;4489;4465;4778;5306;4719;4619;5766;8602;6479;4920;6279;5072;4641;4495;4107;5540;4464;4508;6395;8844;6652;4865;5143;5100;4458;4429;4782;4972;4491;4598;6937;7935;6368;5703;5235;5171;4878;4756;4930;5948;4364;4719;6288;7006;6271;5114;5156;5396;4714;4736;4322;4426;5069;4874;6651;7182;6469;4584;4742;4893;4053;4760;4570;4748;4148;4373;6233;6298;5370;5108;5134;4552;4084;4338;4541;2679;1436;2835;3743;5927;5072;4602
"Lakselv Banak";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;472;424;483;0;0;0;0;0;0;140;0;262;511;503;813;250;0;0;0;0;0;0;0;357;1018;863;594;0;0;0;0;0;0;0;0;531;335;278;214;110;0;0;0;0;394;0;0;893;479;440;0;0;17;0;0;0;0;0;0;0;466;447;0;0;0;0;0;0;0;0;0;0;6136;132;0;0;0;0;0;0;0;0;0;3;345;2;0;0;0;0;0;0;0;0;0;0;0;524;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;0;0;0;0;0;100;0;0;0;0;0;8;10;10
"Lakselv Banak";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";4438;5465;5155;5005;4761;6288;5993;6140;5204;5579;5579;4098;4786;4656;5952;4005;4338;4979;6095;6223;6013;4983;5231;4687;4494;4429;5479;4811;5224;7077;9187;7795;5261;5304;5545;4721;5053;4972;5300;4643;7414;10193;9495;8913;7229;5241;5160;5710;4486;5698;5249;5592;5404;7215;8559;7174;5458;5435;5711;4489;4465;4778;5306;4719;4619;6232;9049;6479;4920;6279;5072;4641;4495;4107;5540;4464;4508;12531;8976;6652;4865;5143;5100;4458;4429;4782;4972;4491;4601;7282;7937;6368;5703;5235;5171;4878;4756;4930;5948;4364;4719;6288;7530;6275;5114;5156;5396;4714;4736;4322;4426;5069;4874;6651;7182;6469;4584;4742;4893;4053;4760;4570;4748;4148;4373;6460;6298;5370;5108;5134;4552;4084;4438;4541;2679;1436;2835;3743;5935;5082;4612
"Lakselv Banak";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";4438;5465;5155;5005;4761;5816;5565;5657;5204;5573;5579;4098;4786;4610;5812;4005;4076;4468;5592;5410;5727;4951;5231;4687;4494;4429;5478;4809;4867;5883;8324;7201;5261;5304;5511;4721;5053;4972;5300;4643;6883;9742;9202;8699;7113;5238;5160;5710;4342;5304;5249;5592;4511;6241;7673;6970;5458;5417;5711;4489;4465;4778;5088;4719;4619;5766;8602;6479;4906;6279;5072;4641;4495;4107;5540;4464;4508;6269;8844;6652;4865;5135;5100;4458;4429;4558;4972;4491;4598;6825;7935;6365;5703;5235;5171;4878;4756;4713;5931;4364;4719;6288;7006;6269;5114;5156;5396;4714;4736;4322;4426;5069;4874;6651;7182;6463;4584;4742;4893;4053;4760;4570;4717;4148;4373;6233;6293;5370;5108;5134;4552;4055;4238;4541;2587;1104;2600;3743;5927;4959;4602
"Lakselv Banak";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;36;87;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;344;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";4438;5465;5155;5005;4761;5852;5652;5657;5204;5573;5579;4098;4786;4610;5952;4005;4076;4468;5592;5410;5727;4951;5231;4687;4494;4429;5478;4809;4867;6013;8668;7201;5261;5304;5511;4721;5053;4972;5300;4643;6883;9742;9247;8699;7113;5238;5160;5710;4342;5304;5249;5592;4690;6241;7673;6970;5458;5417;5711;4489;4465;4778;5088;4719;4619;5766;8602;6479;4906;6279;5072;4641;4495;4107;5540;4464;4508;6269;8844;6652;4865;5135;5100;4458;4429;4558;4972;4491;4598;6825;7935;6365;5703;5235;5171;4878;4756;4713;5931;4364;4719;6288;7006;6269;5114;5156;5396;4714;4736;4322;4426;5069;4874;6651;7182;6463;4584;4742;4893;4053;4760;4570;4717;4148;4373;6233;6293;5370;5108;5134;4552;4055;4238;4541;2587;1104;2600;3743;5927;4959;4602
"Lakselv Banak";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;4;0;0;6;0;0;0;46;0;0;0;0;0;0;36;32;0;0;0;0;0;2;0;176;0;0;0;0;34;0;0;0;0;0;0;116;15;0;6;3;0;0;144;0;0;0;0;495;446;204;0;0;0;0;0;0;202;0;0;0;0;0;14;0;0;0;0;0;0;0;0;126;0;0;0;0;0;0;0;189;0;0;0;112;0;3;0;0;0;0;0;217;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;31;0;0;0;5;0;0;0;0;29;100;0;92;332;226;0;0;113;0
"Lakselv Banak";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;436;337;483;0;0;0;0;0;0;0;0;262;511;503;813;250;0;0;0;0;0;0;0;357;888;519;594;0;0;0;0;0;0;0;0;531;335;233;214;110;0;0;0;0;394;0;0;714;479;440;0;0;0;0;0;0;0;0;0;0;466;447;0;0;0;0;0;0;0;0;0;0;6136;132;0;0;0;0;0;0;0;0;0;3;345;2;0;0;0;0;0;0;0;0;0;0;0;524;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;0;0;0;0;0;100;0;0;0;0;0;8;10;10
"Lakselv Banak";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;436;341;483;0;6;0;0;0;46;0;0;262;511;503;813;286;32;0;0;0;0;0;2;357;1064;519;594;0;0;34;0;0;0;0;0;531;451;248;214;116;3;0;0;144;394;0;0;714;974;886;204;0;0;0;0;0;0;202;0;0;466;447;0;14;0;0;0;0;0;0;0;0;6262;132;0;0;0;0;0;0;189;0;0;3;457;2;3;0;0;0;0;0;217;0;0;0;0;524;6;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;31;0;0;227;5;0;0;0;0;29;200;0;92;332;226;0;8;123;10
"Lakselv Banak";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
"Lakselv Banak";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
"Lakselv Banak";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lakselv Banak";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mehamn";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";2649;3067;3403;3108;3232;3052;3134;2905;2983;3650;3326;2814;3001;2929;3127;2188;2558;2633;2824;2716;2736;3202;3328;2792;2727;2856;2758;2774;2850;2669;2793;3011;3179;3951;3236;2523;3016;3081;3008;2526;2793;2405;2652;3077;2746;3154;3247;2880;2818;2847;3006;1547;359;2894;2779;2801;2977;3050;2644;2471;2886;2669;2754;2806;2558;2872;2095;2536;2863;2687;2815;2257;2483;2254;2621;2622;2720;2751;2583;2620;2712;3228;2992;2319;2814;2992;2888;2840;2796;3018;2367;2862;3058;2973;3115;2299;2411;2650;3103;2367;2881;2882;2408;2798;2773;3123;2917;2362;2518;2803;3012;2828;2437;2697;2466;2787;2224;3042;2811;2099;2585;2635;2740;2254;2954;2750;2509;2688;2637;3175;2712;2395;2608;2600;1566;1081;1687;1279;2489;2693;3859
"Mehamn";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mehamn";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";2649;3067;3403;3108;3232;3052;3134;2905;2983;3650;3326;2814;3001;2929;3127;2188;2558;2633;2824;2716;2736;3202;3328;2792;2727;2856;2758;2774;2850;2669;2793;3011;3179;3951;3236;2523;3016;3081;3008;2526;2793;2405;2652;3077;2746;3154;3247;2880;2818;2847;3006;1547;359;2894;2779;2801;2977;3050;2644;2471;2886;2669;2754;2806;2558;2872;2095;2536;2863;2687;2815;2257;2483;2254;2621;2622;2720;2751;2583;2620;2712;3228;2992;2319;2814;2992;2888;2840;2796;3018;2367;2862;3058;2973;3115;2299;2411;2650;3103;2367;2881;2882;2408;2798;2773;3123;2917;2362;2518;2803;3012;2828;2437;2697;2466;2787;2224;3042;2811;2099;2585;2635;2740;2254;2954;2750;2509;2688;2637;3175;2712;2395;2608;2600;1566;1081;1687;1279;2489;2693;3859
"Mehamn";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";2649;3067;3403;3108;3232;3052;3134;2905;2983;3650;3326;2814;3001;2929;3127;2188;2558;2633;2824;2716;2736;3202;3326;2792;2727;2856;2758;2774;2850;2669;2793;3011;3179;3951;3236;2523;3016;3081;2965;2526;2793;2405;2652;3077;2746;3154;3247;2880;2816;2847;3006;1547;359;2894;2779;2801;2977;3050;2644;2471;2886;2669;2754;2806;2558;2872;2095;2536;2863;2687;2815;2257;2483;2254;2621;2622;2720;2751;2583;2620;2712;3228;2992;2319;2814;2992;2888;2840;2796;3018;2367;2862;3058;2973;3115;2299;2411;2650;3103;2367;2881;2882;2408;2798;2773;3123;2917;2362;2518;2803;3012;2828;2437;2697;2466;2787;2224;3042;2811;2099;2585;2635;2740;2254;2954;2750;2509;2688;2637;3175;2712;2395;2608;2600;1566;1081;1687;1279;2489;2693;3859
"Mehamn";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mehamn";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";2649;3067;3403;3108;3232;3052;3134;2905;2983;3650;3326;2814;3001;2929;3127;2188;2558;2633;2824;2716;2736;3202;3326;2792;2727;2856;2758;2774;2850;2669;2793;3011;3179;3951;3236;2523;3016;3081;2965;2526;2793;2405;2652;3077;2746;3154;3247;2880;2816;2847;3006;1547;359;2894;2779;2801;2977;3050;2644;2471;2886;2669;2754;2806;2558;2872;2095;2536;2863;2687;2815;2257;2483;2254;2621;2622;2720;2751;2583;2620;2712;3228;2992;2319;2814;2992;2888;2840;2796;3018;2367;2862;3058;2973;3115;2299;2411;2650;3103;2367;2881;2882;2408;2798;2773;3123;2917;2362;2518;2803;3012;2828;2437;2697;2466;2787;2224;3042;2811;2099;2585;2635;2740;2254;2954;2750;2509;2688;2637;3175;2712;2395;2608;2600;1566;1081;1687;1279;2489;2693;3859
"Mehamn";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mehamn";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mehamn";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
